Player,Year,Position,GP,TOI,G,A,P,g-adj,a-adj,p-adj,P1,trend_next,trend_cur,P/60,P1/60,GS,GS/60,CF,CA,C+/-,CF%,Rel CF%,GF,GA,G+/-,GF%,Rel GF%,xGF,xGA,xG+/-,xGF%,Rel xGF%,iPENT,iPEND,iP+/-,iCF,iCF/60,ixGF,ixGF/60,iSh%,PDO,ZSR,TOI%,TOI% QoT,CF% QoT,TOI% QoC,CF% QoC
MAX.TALBOT,2012,C,35,400,4,4,8,9.371428571,9.371428571,18.74285714,7,0,0,1.2,1.05,5.17,0.77,322,391,-69,45.16,-4.59,14,15,-1,48.28,7.62,12.73,16.41,-3.68,43.69,-6.49,8,7,-1,59,8.84,2.9,0.43,11.43,99.67,35.81,25.21,29.06,47.52,29.61,50.4
MAX.TALBOT,2013,C,81,"1,046",6,15,21,6.074074074,15.18518519,21.25925926,14,0,0,1.2,0.8,13.59,0.78,863,1072,-209,44.6,-3.12,35,31,4,53.03,2.18,31.28,48.54,-17.26,39.19,-10.25,13,12,-1,176,10.1,7.76,0.45,5.45,102.24,46.5,26.98,28.57,46.91,28.52,50.16
MAX.TALBOT,2014,C,81,900,5,12,17,5.061728395,12.14814815,17.20987654,13,0,0,1.13,0.87,11.13,0.74,697,877,-180,44.28,-1.59,32,35,-3,47.76,-1.12,27.19,32.06,-4.87,45.89,2.52,10,14,4,135,9,6.66,0.44,5.43,99.63,46.37,23.33,28.63,43.9,28.21,50.52
MAXIM.AFINOGENOV,2009,R,82,"1,090",15,24,39,15,24,39,30,0,0,2.15,1.65,32.25,1.77,972,1042,-70,48.26,-0.46,52,63,-11,45.22,-5.48,37.45,48.14,-10.69,43.76,-2.69,19,22,3,230,12.66,10.22,0.56,12.1,99.8,47.91,29.45,30.88,49.63,29.48,49.83
MAXIM.LAPIERRE,2008,C,79,933,11,12,23,11.41772152,12.4556962,23.87341772,17,0,0,1.48,1.09,27.62,1.78,832,922,-90,47.43,-0.69,38,29,9,56.72,9.93,34.48,36.3,-1.82,48.71,1.9,19,31,12,215,13.82,11.17,0.72,8.03,101.98,47.1,26.89,29.32,48.28,28.7,49.55
MAXIM.LAPIERRE,2009,C,76,857,7,7,14,7.552631579,7.552631579,15.10526316,12,0,0,0.98,0.84,5.28,0.37,653,862,-209,43.1,-5.32,19,34,-15,35.85,-13.38,24.25,34.28,-10.03,41.43,-5.83,24,24,0,162,11.35,7.85,0.55,7.87,98.63,48.23,24.02,28.2,46.72,28.31,50.16
MAXIM.LAPIERRE,2010,C,78,828,6,6,12,6.307692308,6.307692308,12.61538462,11,1,0,0.87,0.8,11.05,0.8,671,784,-113,46.12,-6.79,22,33,-11,40,-13.85,26.34,32.26,-5.92,44.95,-6.21,24,19,-5,190,13.78,9.44,0.68,4.84,98.15,46.42,22.84,28.11,48.79,28.53,49.73
MAXIM.LAPIERRE,2011,C,82,813,9,9,18,9,9,18,14,0,1,1.33,1.03,12.7,0.94,610,756,-146,44.66,-9.99,24,29,-5,45.28,-10.89,20.09,31.72,-11.63,38.78,-12.11,26,27,1,153,11.29,6.83,0.5,9.57,100.32,22.33,21.17,27.62,50.36,27.83,49.39
MAXIM.LAPIERRE,2012,C,48,510,4,4,8,6.833333333,6.833333333,13.66666667,7,1,0,0.94,0.82,0.52,0.06,341,471,-130,42,-11.97,11,20,-9,35.48,-19.06,13.11,18.53,-5.42,41.43,-11.34,15,4,-11,81,9.53,4.13,0.49,8.7,97.91,26.22,22.59,27.96,51.25,28.04,48.91
MAXIM.LAPIERRE,2013,C,71,676,8,5,13,9.23943662,5.774647887,15.01408451,12,0,1,1.15,1.07,8.54,0.76,482,595,-113,44.75,-10.24,21,24,-3,46.67,-11.59,17.4,20.65,-3.25,45.73,-11.34,14,6,-8,126,11.19,5.26,0.47,10.96,100.06,41.92,20.3,27.36,52.11,27.62,48.99
MAXIM.LAPIERRE,2014,C,80,686,2,9,11,2.05,9.225,11.275,8,0,0,0.96,0.7,5.06,0.44,483,617,-134,43.91,-10.38,15,30,-15,33.33,-25.04,18.69,26.14,-7.45,41.69,-13.24,14,8,-6,124,10.84,6.23,0.54,2.5,96.53,40.86,18.09,27.27,52.08,27.76,49.18
MELKER.KARLSSON,2014,C,53,721,11,8,19,17.01886792,12.37735849,29.39622642,14,0,0,1.58,1.17,27.67,2.3,747,617,130,54.77,5.15,29,29,0,50,4.48,30.7,24.13,6.57,55.99,6.87,8,8,0,162,13.48,10.81,0.9,11.83,98.29,50.58,28.09,30.57,52.53,29.42,50.33
MELKER.KARLSSON,2015,C,65,757,9,9,18,11.35384615,11.35384615,22.70769231,15,1,0,1.43,1.19,21.08,1.67,651,667,-16,49.39,-3.24,23,22,1,51.11,-1.73,24.15,21.85,2.3,52.5,-1.99,6,13,7,153,12.13,8.77,0.7,10.47,100.61,50.24,24.1,29.83,51.61,28.87,49.44
MELKER.KARLSSON,2016,C,66,720,8,11,19,9.939393939,13.66666667,23.60606061,13,0,1,1.58,1.08,22,1.83,665,646,19,50.72,-0.62,25,21,4,54.35,-0.1,24.73,25.11,-0.38,49.62,-4.51,8,12,4,124,10.34,8.54,0.71,12.31,101.12,52.75,22.41,28.81,50.99,28.49,49.84
MELKER.KARLSSON,2017,C,71,825,7,8,15,8.084507042,9.23943662,17.32394366,12,0,0,1.09,0.87,9.92,0.72,716,853,-137,45.63,-6.72,23,33,-10,41.07,-10.47,30.62,33.24,-2.62,47.95,-5.41,11,9,-2,130,9.46,8.86,0.64,10.45,98.86,43.27,24.09,29.41,51.19,28.85,50.11
MELKER.KARLSSON,2018,C,79,771,9,4,13,9.341772152,4.151898734,13.49367089,10,0,0,1.01,0.78,18.05,1.4,692,613,79,53.03,-2.37,22,28,-6,44,-9.25,24.53,26.23,-1.7,48.33,-7.68,12,6,-6,116,9.03,5.73,0.45,12.86,97.37,51.23,20.06,27.65,54.65,27.98,49.39
MICHAEL.CHAPUT,2016,C,68,700,4,4,8,4.823529412,4.823529412,9.647058824,6,0,0,0.69,0.51,5.65,0.48,593,667,-74,47.06,-0.55,15,26,-11,36.59,-10.73,21.1,26.97,-5.87,43.89,-1.81,12,7,-5,108,9.25,6.1,0.52,6.45,97.49,44.27,20.81,28.31,47.8,28.56,49.68
MICHAEL.FROLIK,2008,C,79,936,18,12,30,18.6835443,12.4556962,31.13924051,26,0,0,1.92,1.67,32.73,2.1,849,886,-37,48.93,3.44,43,32,11,57.33,7.81,34.69,36.09,-1.4,49.01,3.28,8,16,8,190,12.18,9.63,0.62,14.17,102.66,42.91,25.73,30.45,47.05,29.17,49.94
MICHAEL.FROLIK,2009,C/R,82,"1,117",14,14,28,14,14,28,17,1,0,1.5,0.91,28.08,1.51,1022,1099,-77,48.18,5.19,43,45,-2,48.86,1.2,36.69,43.61,-6.92,45.69,-0.22,13,9,-4,279,14.98,10.85,0.58,8.33,100.21,43.72,29.32,31.46,44.27,29.49,50.12
MICHAEL.FROLIK,2010,R,80,"1,061",9,19,28,9.225,19.475,28.7,19,0,1,1.58,1.07,41.13,2.33,1039,934,105,52.66,2.62,39,38,1,50.65,-1.32,40.99,33.83,7.16,54.78,3.53,11,7,-4,349,19.73,14.41,0.81,4.15,99,49.83,27.67,30.35,50.68,29.28,49.92
MICHAEL.FROLIK,2011,R,63,704,3,6,9,3.904761905,7.80952381,11.71428571,7,1,0,0.77,0.6,14.29,1.22,606,571,35,51.49,-1.73,12,26,-14,31.58,-24.25,21.17,23.9,-2.73,46.97,-5.21,8,7,-1,203,17.31,7.04,0.6,2.91,95.36,44.65,23.23,29.16,52.7,28.91,49.99
MICHAEL.FROLIK,2012,R,45,437,3,7,10,5.466666667,12.75555556,18.22222222,6,1,1,1.37,0.82,18.92,2.6,423,330,93,56.18,2.66,19,16,3,54.29,-7.81,14.57,14.36,0.21,50.36,-3.54,0,4,4,133,18.25,4.58,0.63,3.61,98.81,51.38,20.3,27.86,53.16,28.54,49.42
MICHAEL.FROLIK,2013,R,81,"1,123",14,23,37,14.17283951,23.28395062,37.45679012,29,0,1,1.98,1.55,48.68,2.6,1166,1039,127,52.88,4.11,55,46,9,54.46,8.11,49.32,45.76,3.56,51.87,1.53,4,10,6,305,16.3,12.78,0.68,8.38,101.14,51.5,29.33,30.62,48.55,29.35,50.16
MICHAEL.FROLIK,2014,R,82,"1,110",11,19,30,11,19,30,22,1,0,1.62,1.19,45.9,2.48,1074,874,200,55.13,3.69,44,39,5,53.01,-1.09,45.79,37.6,8.19,54.91,2.25,5,12,7,305,16.48,14.12,0.76,6.71,99.67,54.29,29.43,31.06,50.84,29.13,50.3
MICHAEL.FROLIK,2015,R,64,842,12,13,25,15.375,16.65625,32.03125,17,0,1,1.78,1.21,30.67,2.18,859,809,50,51.5,4.48,35,38,-3,47.95,2.69,33.98,31.61,2.37,51.81,4.65,10,8,-2,242,17.24,10.12,0.72,8.7,98.12,47.85,27.25,29.55,48.17,28.99,49.68
MICHAEL.FROLIK,2016,R,82,"1,072",11,16,27,11,16,27,17,0,0,1.51,0.95,41.73,2.34,1111,885,226,55.66,7.22,44,40,4,52.38,4.4,47.02,40.63,6.39,53.65,6.94,18,4,-14,289,16.18,12.45,0.7,6.67,98.59,37.08,27.77,30.02,48.52,29.33,50.18
MICHAEL.FROLIK,2017,R,70,950,6,14,20,7.028571429,16.4,23.42857143,12,1,0,1.26,0.76,35.55,2.25,1112,840,272,56.97,4.32,30,47,-17,38.96,-10.77,43.29,36.69,6.6,54.13,2.23,12,7,-5,240,15.16,10.66,0.67,4.14,94.77,47.99,28.6,31.19,52.64,29.31,49.96
MICHAEL.FROLIK,2018,R,64,799,11,15,26,14.09375,19.21875,33.3125,20,0,1,1.95,1.5,39.65,2.98,863,670,193,56.29,2.36,43,27,16,61.43,6.65,37.86,30.7,7.16,55.22,1.87,10,8,-2,203,15.24,9.92,0.74,8.94,101.38,53.27,26.05,30.22,53.18,28.95,49.62
MICHAEL.GRABNER,2010,R,76,910,21,13,34,22.65789474,14.02631579,36.68421053,30,0,0,2.24,1.98,40.34,2.66,878,875,3,50.09,5.81,42,36,6,53.85,12.7,39.87,37.71,2.16,51.39,9.59,4,12,8,258,17,16.39,1.08,12.07,100.82,44.65,25.77,29.77,45.29,29.23,50.22
MICHAEL.GRABNER,2011,R,78,968,16,11,27,16.82051282,11.56410256,28.38461538,23,1,0,1.67,1.43,24.22,1.5,853,960,-107,47.05,-0.57,35,46,-11,43.21,1.5,39.18,44.71,-5.53,46.7,-2.21,5,9,4,220,13.64,14.15,0.88,11.51,98.02,42.41,25.36,30.24,48.49,29.4,50.11
MICHAEL.GRABNER,2012,R,45,508,13,3,16,23.68888889,5.466666667,29.15555556,14,0,1,1.89,1.66,18.86,2.23,467,474,-7,49.63,-0.67,21,17,4,55.26,7.06,22.15,22.4,-0.25,49.72,-3.63,3,5,2,131,15.49,7.8,0.92,15.29,100.53,48.97,23.14,29.11,50.39,28.76,49.83
MICHAEL.GRABNER,2013,R,64,697,6,13,19,7.6875,16.65625,24.34375,15,0,0,1.63,1.29,20.5,1.76,648,627,21,50.82,2.41,25,39,-14,39.06,-7.83,28.3,31.91,-3.61,47,-1,6,9,3,159,13.68,9.26,0.8,5.94,95.34,45.48,23.08,29.8,49.57,29.24,50.1
MICHAEL.GRABNER,2015,R,80,860,6,7,13,6.15,7.175,13.325,10,1,0,0.91,0.7,14.25,0.99,795,809,-14,49.56,-2.23,23,32,-9,41.82,-2.07,29.17,33.35,-4.18,46.66,-3.26,5,1,-4,140,9.77,7.59,0.53,7.14,98.67,40.07,22.8,29.95,51.19,29.41,50.1
MICHAEL.GRABNER,2016,R,76,901,21,8,29,22.65789474,8.631578947,31.28947368,27,0,1,1.93,1.8,25.82,1.72,743,914,-171,44.84,-4.21,43,31,12,58.11,7.22,36.74,41.72,-4.98,46.83,-3.39,4,8,4,214,14.25,14.41,0.96,16.28,103.69,43.88,24.13,29.45,47.49,28.81,50.09
MICHAEL.GRABNER,2017,R,80,967,17,7,24,17.425,7.175,24.6,21,0,0,1.49,1.3,21.5,1.33,845,1015,-170,45.43,-1.75,38,33,5,53.52,9.43,42.59,45.73,-3.14,48.22,0.24,5,11,6,209,12.97,14.8,0.92,13.18,101.73,46.94,24.99,29.61,47.04,29.01,50.22
MICHAEL.GRIER,2009,R,58,725,7,9,16,9.896551724,12.72413793,22.62068966,10,0,0,1.33,0.83,14.8,1.23,596,639,-43,48.26,-2.36,24,29,-5,45.28,-7.53,24.58,25,-0.42,49.58,-0.75,3,4,1,138,11.43,6.77,0.56,8.86,98.93,49.43,26.92,29.06,50.36,28.67,50.23
MICHAEL.GRIER,2010,R,73,824,5,10,15,5.616438356,11.23287671,16.84931507,10,0,0,1.09,0.73,13.69,1,669,765,-96,46.65,-4.97,26,29,-3,47.27,-7.44,28.15,27.78,0.37,50.33,-3.02,3,5,2,148,10.77,6.88,0.5,5.15,99.57,45,24.17,28.9,50.14,28.69,50.12
MICHAEL.NYLANDER,2008,C,72,812,5,17,22,5.694444444,19.36111111,25.05555556,15,0,0,1.62,1.11,30.66,2.26,897,698,199,56.24,2.43,38,33,5,53.52,0.36,37.78,30.74,7.04,55.14,1.36,9,8,-1,110,8.12,5.42,0.4,7.14,99.48,59.51,25.28,29.06,53.94,28.68,48.99
MICHAEL.PECA,2008,C,71,710,4,16,20,4.61971831,18.47887324,23.09859155,16,0,0,1.69,1.35,16.57,1.4,570,583,-13,49.44,-3.65,26,32,-6,44.83,-12.32,22.34,22.1,0.24,50.27,-2.94,13,1,-12,108,9.13,4.09,0.35,6.45,97.84,45.45,22.31,28.57,52.2,28.48,50.19
MICHAEL.RAFFL,2013,L,68,738,9,12,21,10.85294118,14.47058824,25.32352941,19,0,0,1.71,1.54,26.9,2.19,705,635,70,52.61,3.26,29,28,1,50.88,3.7,27.82,23.83,3.99,53.86,6.03,11,12,1,168,13.65,10.43,0.85,9.89,99.79,56.34,23.71,29.92,48.87,28.99,49.85
MICHAEL.RAFFL,2014,L,67,843,14,6,20,17.13432836,7.343283582,24.47761194,15,1,0,1.42,1.07,32.36,2.3,880,715,165,55.17,7.19,37,35,2,51.39,4.06,33.86,30.39,3.47,52.7,8.02,14,11,-3,200,14.24,11.2,0.8,11.97,98.65,57.09,26.33,30.48,48.21,29.2,50.26
MICHAEL.RAFFL,2015,L,82,"1,040",11,16,27,11,16,27,19,0,1,1.56,1.1,38.53,2.22,1040,869,171,54.48,5.21,41,33,8,55.41,7.02,41.83,36.61,5.22,53.33,5.55,12,14,2,210,12.12,12.22,0.71,9.4,101.19,53.13,27,30.3,49.54,29.19,49.89
MICHAEL.RAFFL,2016,L,52,674,8,3,11,12.61538462,4.730769231,17.34615385,10,1,0,0.98,0.89,18.18,1.62,698,602,96,53.69,3.41,19,25,-6,43.18,1.91,24.1,26.46,-2.36,47.67,-1.37,7,11,4,112,9.97,7.93,0.71,12.7,97.55,56.83,27.18,30.41,50.71,29.04,50.04
MICHAEL.RAFFL,2017,L,76,893,11,7,18,11.86842105,7.552631579,19.42105263,14,1,1,1.21,0.94,22.57,1.52,777,774,3,50.1,0.44,34,31,3,52.31,0.4,31.28,31.33,-0.05,49.96,-0.44,9,14,5,140,9.41,9.22,0.62,12.79,100.29,52.57,24.36,29.22,49.1,28.59,49.88
MICHAEL.RAFFL,2018,L,66,674,4,11,15,4.96969697,13.66666667,18.63636364,9,0,1,1.34,0.8,7.78,0.69,567,673,-106,45.73,-2.41,26,30,-4,46.43,0.67,24.23,29.24,-5.01,45.32,-2.11,14,5,-9,110,9.79,5.7,0.51,7.14,99.94,38.3,21.42,28.08,47.33,28.52,49.89
MICHAEL.RASMUSSEN,2018,C,62,624,2,9,11,2.64516129,11.90322581,14.5483871,7,0,0,1.06,0.67,5.36,0.52,466,569,-103,45.02,-1.77,18,27,-9,40,-4.71,19.38,23.57,-4.19,45.12,0.48,13,9,-4,103,9.91,5.35,0.51,3.77,98.46,42.32,20.39,28.65,46.41,28.37,49.7
MICHAEL.RUPP,2008,C,72,614,3,6,9,3.416666667,6.833333333,10.25,5,1,0,0.88,0.49,10.3,1.01,463,480,-17,49.1,-2.93,15,18,-3,45.45,-8.24,17.47,18.55,-1.08,48.5,-4.37,39,35,-4,120,11.72,5.36,0.52,3.95,99.34,51.06,18.68,28.31,50.69,27.65,49.13
MICHAEL.RUPP,2009,C,80,706,10,6,16,10.25,6.15,16.4,13,0,1,1.36,1.11,15.56,1.32,581,617,-36,48.5,-4.12,29,27,2,51.79,-0.11,21.88,24.57,-2.69,47.1,-6.27,31,25,-6,140,11.9,5.84,0.5,11.9,100.7,52.22,19.62,28.47,51.57,28.16,49.5
MICHAEL.RUPP,2010,C,81,728,9,7,16,9.111111111,7.086419753,16.19753086,14,0,0,1.32,1.15,15.46,1.27,620,620,0,50,-3.63,22,24,-2,47.83,-6.88,21.02,24.86,-3.84,45.82,-6.98,37,24,-13,132,10.87,5.37,0.44,12.33,99.44,56.25,19.85,28.46,52.08,28.12,49.58
MICHAEL.RYDER,2008,R,73,824,14,18,32,15.7260274,20.21917808,35.94520548,26,0,0,2.33,1.89,40.55,2.95,792,708,84,52.8,3.62,51,21,30,70.83,13.69,32.84,28.84,4,53.24,3.42,10,11,1,211,15.36,10.44,0.76,12.17,106.94,50.53,24.4,29.58,49.67,29.22,49.38
MICHAEL.RYDER,2009,R,82,"1,026",11,12,23,11,12,23,19,1,0,1.34,1.11,33.82,1.98,972,880,92,52.48,-0.19,38,28,10,57.58,12.26,38.22,34.35,3.87,52.67,0.63,10,9,-1,243,14.21,12.11,0.71,7.64,101.75,50.18,26.25,29.82,52.16,29.16,49.84
MICHAEL.RYDER,2010,R,79,953,10,17,27,10.37974684,17.64556962,28.02531646,21,1,1,1.7,1.32,27.46,1.73,897,961,-64,48.28,-3.12,41,39,2,51.25,-10.25,34.69,38.66,-3.97,47.29,-2.71,9,18,9,231,14.55,10.16,0.64,7.81,101.05,50,25.22,29.44,50.7,28.48,49.63
MICHAEL.RYDER,2011,R,82,"1,147",24,21,45,24,21,45,37,0,1,2.35,1.94,46.57,2.44,1076,1085,-9,49.79,-0.09,58,44,14,56.86,13.18,39.69,41.59,-1.9,48.83,1.72,13,7,-6,291,15.23,12.69,0.66,14.91,102.73,51.62,29.68,31.42,49.92,29.77,50.19
MICHAEL.RYDER,2012,R,46,579,8,9,17,14.26086957,16.04347826,30.30434783,12,0,0,1.76,1.24,19.51,2.02,556,512,44,52.06,-0.83,25,22,3,53.19,2.43,19.39,19.6,-0.21,49.73,-4.49,8,5,-3,122,12.65,5.16,0.53,12.12,100.98,55.62,27.5,30.31,51.08,29.29,49.39
MICHAEL.RYDER,2013,R,82,"1,048",12,11,23,12,11,23,16,0,0,1.32,0.92,30.46,1.74,863,755,108,53.34,-1.45,30,33,-3,47.62,0.2,34.16,30.22,3.94,53.06,-3.57,8,8,0,218,12.48,10.38,0.59,9.6,99.26,50.47,26.7,29.51,54.02,28.9,49.7
MICHAL.HANDZUS,2008,C,82,938,7,12,19,7,12,19,16,1,0,1.22,1.02,18.83,1.2,756,834,-78,47.55,-4.21,25,34,-9,42.37,-4.47,29.78,33.05,-3.27,47.4,-5.27,10,17,7,149,9.53,7.9,0.51,7.14,98.74,43.4,26.05,30.19,51.81,29.24,50.4
MICHAL.HANDZUS,2009,C,81,994,10,14,24,10.12345679,14.17283951,24.2962963,16,0,1,1.45,0.97,16.67,1.01,732,875,-143,45.55,-6.83,38,37,1,50.67,-0.88,30,34.37,-4.37,46.61,-6.41,12,7,-5,128,7.73,7.8,0.47,12.5,101.52,45.64,26.77,30.29,51.88,29.21,50.09
MICHAL.HANDZUS,2010,C,82,959,8,11,19,8,11,19,14,1,0,1.19,0.88,14.96,0.94,795,895,-100,47.04,-6.07,30,33,-3,47.62,-6.02,30.72,32.08,-1.36,48.92,-4.29,5,10,5,120,7.51,6.06,0.38,12.5,100.59,44.09,24.89,29.64,52.26,29.16,49.8
MICHAL.HANDZUS,2011,C,67,778,5,13,18,6.119402985,15.91044776,22.02985075,17,0,1,1.39,1.31,11.28,0.87,636,789,-153,44.63,-9.84,23,30,-7,43.4,-12.6,28.03,27.79,0.24,50.21,-6.57,3,4,1,102,7.87,6.95,0.54,7.69,98.74,46.65,23.98,28.39,53,28.23,49.61
MICHAL.HANDZUS,2012,C,39,408,2,5,7,4.205128205,10.51282051,14.71794872,6,1,0,1.03,0.88,7.97,1.17,339,354,-15,48.92,-4.67,12,12,0,50,-0.98,12.19,13.76,-1.57,46.97,-8.94,7,5,-2,58,8.54,2.7,0.4,5.41,100.81,47.35,22.14,28.25,50.77,27.84,49.13
MICHAL.HANDZUS,2013,C,59,640,3,10,13,4.169491525,13.89830508,18.06779661,7,0,1,1.22,0.66,14.21,1.33,572,532,40,51.81,-4.21,18,21,-3,46.15,-11.23,20.12,21.35,-1.23,48.52,-8.85,7,3,-4,70,6.57,4.41,0.41,6.82,97.92,61.62,22.58,30.38,55.27,28.68,49.94
MICHEAL.FERLAND,2015,L,71,789,3,13,16,3.464788732,15.01408451,18.47887324,10,1,0,1.22,0.76,15.51,1.18,703,741,-38,48.68,1.1,27,39,-12,40.91,-9.33,30.52,30.04,0.48,50.4,3.86,16,12,-4,170,12.92,10.24,0.78,2.73,96.6,43.56,22.98,29.63,48.03,28.94,50.13
MICHEAL.FERLAND,2016,L,76,819,13,7,20,14.02631579,7.552631579,21.57894737,18,1,1,1.47,1.32,22.23,1.63,724,738,-14,49.52,-1.33,31,32,-1,49.21,-0.3,29.59,32.8,-3.21,47.43,-1.86,12,13,1,160,11.72,9.2,0.67,13.27,100.36,50.2,22.9,29.12,49.5,28.49,49.81
MICHEAL.FERLAND,2017,L,77,990,14,20,34,14.90909091,21.2987013,36.20779221,30,0,1,2.06,1.82,39.16,2.37,1034,956,78,51.96,-1.88,51,40,11,56.04,11.48,44.39,43.43,0.96,50.55,-3.37,7,12,5,199,12.06,13.29,0.81,13.73,101.94,56.12,26.96,31.63,55.36,29.3,49.96
MICHEAL.FERLAND,2018,L,70,821,9,14,23,10.54285714,16.4,26.94285714,21,0,0,1.68,1.54,32.69,2.39,833,723,110,53.53,-1.72,40,24,16,62.5,14.03,39.26,33.01,6.25,54.32,-2.49,19,10,-9,191,13.96,14.46,1.06,7.32,102.67,54.32,24.11,30.23,55.29,28.83,49.29
MIIKKA.SALOMAKI,2015,R,61,638,3,4,7,4.032786885,5.37704918,9.409836066,5,0,0,0.66,0.47,9.6,0.9,533,538,-5,49.77,-3.27,14,18,-4,43.75,-9.51,19.48,19.35,0.13,50.17,-4,11,13,2,115,10.82,5.38,0.51,5.36,98.08,26.87,21.92,28.38,49.91,28.51,49.79
MIKA.ZIBANEJAD,2012,C,42,457,3,12,15,5.857142857,23.42857143,29.28571429,8,0,0,1.97,1.05,20.12,2.64,467,399,68,53.93,0.58,21,14,7,60,16.84,18.48,14.12,4.36,56.69,4.82,3,7,4,111,14.57,5.15,0.68,4.76,101.77,66.24,23.32,29.1,53.03,28.77,49.46
MIKA.ZIBANEJAD,2013,C,69,781,11,11,22,13.07246377,13.07246377,26.14492754,19,0,0,1.69,1.46,30.71,2.36,826,712,114,53.71,1.81,30,39,-9,43.48,-5.81,31.86,31.99,-0.13,49.9,2.31,5,12,7,205,15.75,10.06,0.77,9.4,97.95,56.37,24.29,29.77,51.57,28.72,49.69
MIKA.ZIBANEJAD,2014,C,80,"1,002",14,13,27,14.35,13.325,27.675,23,1,0,1.62,1.38,28.66,1.72,950,958,-8,49.79,-0.65,40,38,2,51.28,-0.39,39.75,38.51,1.24,50.79,-0.84,9,16,7,192,11.49,10.95,0.66,14,101.01,55.23,26.54,30.17,49.77,29.19,49.8
MIKA.ZIBANEJAD,2015,C,80,"1,012",15,17,32,15.375,17.425,32.8,25,0,1,1.9,1.48,32.05,1.9,965,1035,-70,48.25,0.61,49,39,10,55.68,6.93,42.4,40.74,1.66,51,4.62,5,12,7,205,12.15,12.97,0.77,12.4,102.66,59.78,26.28,30.34,46.88,29.1,49.98
MIKA.ZIBANEJAD,2016,C,56,732,8,14,22,11.71428571,20.5,32.21428571,12,0,0,1.8,0.98,22.84,1.87,668,683,-15,49.44,2.1,35,29,6,54.69,-1.89,31.67,28.54,3.13,52.6,4.24,7,12,5,148,12.14,8.31,0.68,9.76,101.55,52.3,26.69,29.96,48.61,29.16,50.44
MIKA.ZIBANEJAD,2017,C,72,932,11,10,21,12.52777778,11.38888889,23.91666667,16,1,0,1.35,1.03,28.88,1.86,960,908,52,51.39,7.19,33,49,-16,40.24,-6.13,45.29,38.69,6.6,53.93,9.25,7,12,5,216,13.91,11.29,0.73,8.15,95.79,52.31,26.65,29.56,44.89,29.56,50.18
MIKA.ZIBANEJAD,2018,C,82,"1,183",14,25,39,14,25,39,31,0,1,1.98,1.57,34.59,1.75,1025,1103,-78,48.17,2.99,50,55,-5,47.62,2.86,46.91,47.38,-0.47,49.75,3.68,14,11,-3,231,11.71,11.61,0.59,10.07,99.5,46.36,29.94,29.91,45.96,30.06,50.16
MIKAEL.BACKLUND,2010,C,73,754,8,12,20,8.98630137,13.47945205,22.46575342,16,0,0,1.59,1.27,33.76,2.69,778,592,186,56.79,6.8,32,28,4,53.33,1.52,28.77,22.68,6.09,55.92,3.75,6,6,0,210,16.72,8.41,0.67,6.4,98.67,53.96,22.15,29.19,50.69,28.44,49.36
MIKAEL.BACKLUND,2012,C,32,416,6,5,11,15.375,12.8125,28.1875,9,0,0,1.59,1.3,14.43,2.08,397,381,16,51.03,4.74,13,20,-7,39.39,-1.84,17.91,14.36,3.55,55.5,8.45,6,9,3,130,18.74,6.69,0.96,7.69,95.89,45.21,26.69,29.81,46.77,28.88,49.92
MIKAEL.BACKLUND,2013,C,76,"1,055",7,13,20,7.552631579,14.02631579,21.57894737,13,1,0,1.14,0.74,28.89,1.64,975,905,70,51.86,7.51,38,36,2,51.35,9.3,38.06,36.65,1.41,50.94,5.91,10,11,1,243,13.82,10.33,0.59,5.34,99.47,46.31,28.56,31.13,45.3,29.58,50.28
MIKAEL.BACKLUND,2014,C,52,702,6,13,19,9.461538462,20.5,29.96153846,13,1,1,1.62,1.11,13.5,1.15,595,710,-115,45.59,1.62,28,30,-2,48.28,-2.47,23.94,26.82,-2.88,47.16,2.5,3,2,-1,150,12.81,6.28,0.54,7.69,100.68,36.92,27.8,30.47,43.48,29.11,50.5
MIKAEL.BACKLUND,2015,C,82,"1,018",11,18,29,11,18,29,23,0,1,1.71,1.36,35.57,2.1,1006,919,87,52.26,5.64,46,36,10,56.1,12.16,39.55,37.16,2.39,51.56,4.68,10,7,-3,202,11.91,10.18,0.6,9.73,100.01,49.08,25.74,29.56,47.46,29.01,50.07
MIKAEL.BACKLUND,2016,C,81,"1,004",13,15,28,13.16049383,15.18518519,28.34567901,21,0,0,1.67,1.25,39.59,2.36,1028,851,177,54.71,5.76,43,38,5,53.09,5.11,42.69,39.4,3.29,52,4.46,9,5,-4,242,14.46,12.21,0.73,9.22,99.04,35.71,26.37,30.34,51.41,29.37,50.19
MIKAEL.BACKLUND,2017,C,82,"1,101",9,18,27,9,18,27,20,1,0,1.47,1.09,40.55,2.21,1248,975,273,56.14,3.76,36,56,-20,39.13,-13.02,47.27,42.01,5.26,52.95,0.45,18,3,-15,279,15.2,13.28,0.72,5.56,94.79,46.1,28.39,31.23,52.55,29.43,50.11
MIKAEL.BACKLUND,2018,C,76,"1,071",15,21,36,16.18421053,22.65789474,38.84210526,30,0,1,2.02,1.68,50.48,2.83,1148,924,224,55.41,1.99,55,36,19,60.44,7.69,49.53,42.22,7.31,53.98,1.41,20,8,-12,270,15.13,15.65,0.88,9.2,101.5,53.65,29.52,30.27,53.9,29.26,49.76
