Player,Year,Position,GP,TOI,G,A,P,g-adj,a-adj,p-adj,P1,trend_next,trend_cur,P/60,P1/60,GS,GS/60,CF,CA,C+/-,CF%,Rel CF%,GF,GA,G+/-,GF%,Rel GF%,xGF,xGA,xG+/-,xGF%,Rel xGF%,iPENT,iPEND,iP+/-,iCF,iCF/60,ixGF,ixGF/60,iSh%,PDO,ZSR,TOI%,TOI% QoT,CF% QoT,TOI% QoC,CF% QoC
ANDREW.BRUNETTE,2011,L,78,864,7,11,18,7.358974359,11.56410256,18.92307692,16,0,0,1.25,1.11,14.61,1.01,762,781,-19,49.38,-4.42,30,45,-15,40,-13.31,30.73,34.06,-3.33,47.43,-5.67,3,4,1,89,6.18,7.07,0.49,12.07,96.9,63.39,23,29.95,54.35,28.74,50.01
ANDREW.COGLIANO,2008,C,82,913,12,13,25,12,13,25,19,0,0,1.64,1.25,21.54,1.42,791,869,-78,47.65,0.05,35,35,0,50,-0.67,34.39,38.39,-4,47.25,-1.39,7,16,9,160,10.52,8.88,0.58,13.48,101.28,54.04,24.97,29.37,46.52,28.69,50.06
ANDREW.COGLIANO,2009,C,82,986,9,14,23,9,14,23,18,0,0,1.4,1.1,17.95,1.09,883,1053,-170,45.61,0.9,41,45,-4,47.67,6.11,33.89,43.48,-9.59,43.8,-2.98,12,20,8,211,12.84,9.86,0.6,7.32,100.63,48.5,25.89,29.03,44.11,28.57,49.99
ANDREW.COGLIANO,2010,C,82,"1,065",9,15,24,9,15,24,20,1,0,1.35,1.13,14.81,0.83,897,1007,-110,47.11,1.04,31,48,-17,39.24,-3.68,38.48,46.15,-7.67,45.47,1.51,19,11,-8,186,10.48,8.78,0.49,9.78,97.69,47.98,28.25,30.25,45.98,29.16,49.89
ANDREW.COGLIANO,2011,C,82,991,11,12,23,11,12,23,19,1,1,1.39,1.15,21.41,1.3,841,920,-79,47.76,-1.05,40,43,-3,48.19,1.3,31.7,38.83,-7.13,44.95,-2.92,4,10,6,185,11.2,8.04,0.49,10.89,99.79,47.41,25.48,29.13,48,28.71,50.08
ANDREW.COGLIANO,2012,C,48,626,9,10,19,15.375,17.08333333,32.45833333,15,0,1,1.82,1.44,22.87,2.19,561,519,42,51.94,5.44,26,14,12,65,12.93,22.45,20.09,2.36,52.77,3.65,3,5,2,112,10.74,6.02,0.58,14.06,103.29,45.45,26.98,29.84,45.8,29.05,49.95
ANDREW.COGLIANO,2013,C,82,"1,037",15,16,31,15,16,31,23,0,0,1.79,1.33,29.04,1.68,902,981,-79,47.9,-2.59,39,38,1,50.65,-10.26,36.29,40.07,-3.78,47.52,-5.28,10,15,5,217,12.56,12.17,0.7,11.81,100.76,48.3,27.11,29.35,47.92,29.55,50.3
ANDREW.COGLIANO,2014,C,82,997,12,12,24,12,12,24,23,1,0,1.44,1.38,27.55,1.66,886,872,14,50.4,-0.75,37,41,-4,47.44,-5.4,35.27,33.51,1.76,51.28,-1.12,5,11,6,203,12.22,9.68,0.58,11.01,99.11,50.41,25.55,29.24,50.09,28.8,50.02
ANDREW.COGLIANO,2015,C,82,987,5,20,25,5,20,25,15,1,1,1.52,0.91,29.2,1.77,940,843,97,52.72,0.41,33,35,-2,48.53,-1.21,40.1,31.57,8.53,55.95,3.98,13,6,-7,197,11.97,9.84,0.6,4.35,98.81,40.8,25.43,29.82,52.11,29.43,50.06
ANDREW.COGLIANO,2016,C,82,"1,064",11,18,29,11,18,29,20,0,1,1.64,1.13,41.43,2.34,1099,942,157,53.85,5.89,40,34,6,54.05,1.29,49.41,42.24,7.17,53.91,2.74,9,12,3,257,14.5,11.76,0.66,7.05,99.73,44.26,27.49,31.48,44.61,29.78,50.27
ANDREW.COGLIANO,2017,C,80,"1,037",7,21,28,7.175,21.525,28.7,21,0,0,1.62,1.21,31.36,1.81,1010,1018,-8,49.8,1.58,40,29,11,57.97,5.44,42.32,43.23,-0.91,49.47,1.6,15,8,-7,262,15.16,12.07,0.7,4.67,102.3,46.37,27.03,30.5,47.66,29.53,50.41
ANDREW.COGLIANO,2018,C,77,842,5,9,14,5.324675325,9.584415584,14.90909091,12,0,0,1,0.85,17.45,1.24,775,800,-25,49.21,1.02,20,20,0,50,-1.72,32.66,33.5,-0.84,49.37,3.01,9,13,4,158,11.26,10.18,0.73,5.26,100.26,37.57,22.6,29.78,46.77,29.34,50.43
ANDREW.COPP,2016,C,64,668,8,7,15,10.25,8.96875,19.21875,13,0,0,1.35,1.17,15.5,1.39,556,583,-27,48.81,-0.33,24,18,6,57.14,10,25.03,19.79,5.24,55.85,5.08,7,4,-3,106,9.52,6.46,0.58,12.31,101.76,45.53,21.88,29.39,48.36,28.42,49.48
ANDREW.COPP,2017,C,82,940,7,14,21,7,14,21,12,1,0,1.34,0.77,28.96,1.85,885,769,116,53.51,2.58,39,29,10,57.35,3.35,35.39,29.72,5.67,54.35,2.01,7,4,-3,167,10.66,8.76,0.56,7.95,101.3,44.92,24.09,28.16,50.34,28.39,49.81
ANDREW.COPP,2018,C,69,729,9,13,22,10.69565217,15.44927536,26.14492754,16,0,1,1.81,1.32,27.15,2.23,697,659,38,51.4,3.16,35,18,17,66.04,20.42,28.27,26.09,2.18,52.01,5.76,1,4,3,130,10.7,8.99,0.74,11.84,104.76,49.51,21.95,27.62,47.88,28.32,49.84
ANDREW.DESJARDINS,2011,C,76,656,4,12,16,4.315789474,12.94736842,17.26315789,12,0,0,1.46,1.1,21.48,1.97,635,602,33,51.33,-0.79,22,19,3,53.66,1.77,24.66,19.7,4.96,55.59,0.59,10,14,4,129,11.8,5.29,0.48,5.06,99.35,49.41,17.85,27.48,51.06,27.75,49.39
ANDREW.DESJARDINS,2012,C,42,373,2,1,3,3.904761905,1.952380952,5.857142857,3,1,0,0.48,0.48,6.16,0.99,339,361,-22,48.43,-3.68,6,11,-5,35.29,-18.36,12.85,12.31,0.54,51.07,-4.34,12,17,5,85,13.66,4.54,0.73,4,97.86,45.64,18.49,27.65,48.01,27.27,48.97
ANDREW.DESJARDINS,2013,C,81,782,3,12,15,3.037037037,12.14814815,15.18518519,8,0,1,1.15,0.61,18.02,1.38,678,672,6,50.22,-4.21,17,25,-8,40.48,-14.99,25.28,23.16,2.12,52.19,-6.18,19,24,5,145,11.13,6.28,0.48,3.57,97.57,52.2,20.11,27.75,52.47,27.78,49.11
ANDREW.DESJARDINS,2014,C,69,648,5,3,8,5.942028986,3.565217391,9.507246377,5,1,0,0.74,0.46,4.68,0.43,530,607,-77,46.61,-5.75,14,18,-4,43.75,-7.19,16.61,22.81,-6.2,42.14,-9.63,18,9,-9,90,8.33,3.89,0.36,9.8,99.49,36.75,19.35,27.42,49.49,27.65,49.41
ANDREW.DESJARDINS,2015,C,77,866,6,5,11,6.38961039,5.324675325,11.71428571,10,0,1,0.76,0.69,14.91,1.03,771,764,7,50.23,-0.31,15,26,-11,36.59,-14.33,28.58,30.01,-1.43,48.78,0.71,10,12,2,165,11.43,8.31,0.58,6.74,97.07,27.59,23.13,28.96,50.48,28.34,49.94
ANDREW.EBBETT,2009,C,61,641,6,3,9,8.06557377,4.032786885,12.09836066,9,1,0,0.84,0.84,10.01,0.94,551,608,-57,47.54,-1.26,17,24,-7,41.46,-11.58,20.79,22.77,-1.98,47.73,-4.11,3,12,9,119,11.14,5.29,0.5,9.38,98.53,44.44,22.78,29.07,49.21,28.56,49.58
ANDREW.EBBETT,2012,C,28,302,1,5,6,2.928571429,14.64285714,17.57142857,5,0,1,1.19,0.99,1.39,0.28,225,312,-87,41.9,-11.93,9,10,-1,47.37,-0.52,9.76,13.85,-4.09,41.34,-10.74,1,2,1,42,8.35,2.28,0.45,4.76,101.81,36.69,22.75,28.42,50.9,27.95,48.48
ANDREW.LADD,2008,L,82,"1,030",13,28,41,13,28,41,31,0,0,2.39,1.81,57.39,3.34,975,750,225,56.52,1.71,57,38,19,60,9.14,43.56,35.41,8.15,55.16,2.21,8,18,10,265,15.43,12.16,0.71,7.3,101.1,41.54,28.25,31.16,53.39,29.83,50.53
